NAME,GEO_ID,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,state,county,tract,block group,Pop_65_Plus,Pop_75_Plus
"Block Group 3, Census Tract 702, Augusta County, Virginia",510150702003,459,5,35,21,16,0,0,12,15,26,24,15,17,48,19,45,26,58,17,16,8,0,12,24,515,0,30,14,84,15,0,17,28,0,15,25,6,52,60,23,32,40,0,36,12,26,0,0,51,15,70200,3,151,62
"Block Group 1, Census Tract 703, Augusta County, Virginia",510150703001,1068,53,45,47,33,24,20,66,34,29,30,24,142,24,119,28,29,14,31,75,100,56,45,0,1230,51,107,92,97,14,52,0,0,35,17,82,130,65,142,0,61,44,23,72,48,69,29,0,51,15,70300,1,548,199
"Block Group 3, Census Tract 703, Augusta County, Virginia",510150703003,84,0,0,0,11,0,0,0,18,0,11,0,0,0,0,0,14,0,0,13,0,17,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,12,49,0,0,13,12,0,24,16,0,0,51,15,70300,3,82,33
"Block Group 4, Census Tract 703, Augusta County, Virginia",510150703004,1103,69,76,58,44,55,21,0,73,189,32,15,143,102,36,38,0,13,56,14,43,0,18,8,887,22,30,87,110,0,0,0,0,44,52,26,133,28,133,52,0,27,25,30,45,16,0,27,51,15,70300,4,282,69
"Block Group 1, Census Tract 704, Augusta County, Virginia",510150704001,1009,22,20,73,22,13,80,0,30,22,45,24,7,81,61,126,64,9,4,33,8,20,21,224,832,9,0,0,0,0,0,0,32,45,37,24,64,32,198,143,19,0,18,3,11,2,195,0,51,15,70400,1,539,462
"Block Group 2, Census Tract 704, Augusta County, Virginia",510150704002,859,43,26,57,0,0,24,0,29,108,117,65,7,38,30,79,63,48,0,53,29,17,0,26,933,66,27,70,25,21,0,0,0,69,116,11,31,30,45,81,37,43,16,0,97,69,65,14,51,15,70400,2,386,191
"Block Group 3, Census Tract 704, Augusta County, Virginia",510150704003,731,170,63,23,23,16,0,0,0,55,48,34,73,0,41,35,42,11,17,33,47,0,0,0,940,62,0,192,25,0,0,0,0,112,57,54,0,29,112,80,38,36,12,0,97,16,18,0,51,15,70400,3,240,34
"Block Group 1, Census Tract 705, Augusta County, Virginia",510150705001,394,11,12,0,0,0,0,0,21,89,0,11,28,13,87,12,52,0,43,0,15,0,0,0,355,28,12,0,25,11,0,0,0,13,32,48,0,31,52,21,12,0,0,0,15,0,55,0,51,15,70500,1,128,55
"Block Group 2, Census Tract 705, Augusta County, Virginia",510150705002,712,71,37,25,0,0,0,0,0,19,11,54,0,61,37,42,14,45,0,81,0,52,136,27,739,49,46,10,12,18,0,0,18,57,19,14,0,104,61,50,35,11,51,18,59,59,48,0,51,15,70500,2,531,322
"Block Group 3, Census Tract 705, Augusta County, Virginia",510150705003,880,30,169,55,7,0,0,30,0,0,69,37,24,31,37,120,73,4,59,19,0,89,27,0,925,64,77,52,0,0,19,0,0,124,77,69,0,47,66,129,54,15,8,46,21,23,0,34,51,15,70500,3,326,173
"Block Group 4, Census Tract 705, Augusta County, Virginia",510150705004,654,13,26,138,0,19,0,0,0,22,41,103,0,82,55,51,0,33,0,0,31,24,0,16,639,0,12,111,11,0,0,19,27,0,5,107,13,34,70,98,13,0,27,0,15,20,43,14,51,15,70500,4,190,117
"Block Group 1, Census Tract 706.01, Augusta County, Virginia",510150706011,642,7,15,46,9,0,59,0,2,85,16,34,59,0,60,38,0,11,35,14,29,40,42,41,697,52,15,23,33,13,0,65,0,16,0,24,31,11,77,18,23,26,24,29,79,35,85,18,51,15,70601,1,471,261
"Block Group 1, Census Tract 706.02, Augusta County, Virginia",510150706021,563,47,0,76,36,62,34,23,50,45,34,19,0,0,85,0,0,37,0,7,0,8,0,0,787,0,84,45,33,49,13,0,31,64,51,36,31,38,0,118,45,44,0,69,13,0,0,23,51,15,70602,1,120,31
"Block Group 2, Census Tract 706.02, Augusta County, Virginia",510150706022,780,19,0,62,0,0,63,0,18,189,58,45,72,20,72,20,22,0,16,22,40,22,7,13,1010,40,36,17,0,13,0,0,142,87,78,119,41,21,25,63,41,30,12,36,39,95,11,64,51,15,70602,2,377,212
"Block Group 2, Census Tract 706.03, Augusta County, Virginia",510150706032,713,0,0,14,90,15,0,0,0,53,45,69,16,156,52,55,0,21,23,40,27,18,0,19,875,34,39,34,9,79,23,0,31,0,90,62,17,60,50,119,35,0,25,37,62,53,16,0,51,15,70603,2,320,106
"Block Group 1, Census Tract 707.01, Augusta County, Virginia",510150707011,734,0,0,75,10,36,0,0,57,0,10,107,45,108,54,33,0,32,0,23,89,17,0,38,423,19,0,14,0,6,0,24,0,45,0,11,14,98,50,14,26,9,13,13,17,50,0,0,51,15,70701,1,260,105
"Block Group 3, Census Tract 707.01, Augusta County, Virginia",510150707013,1196,57,23,42,0,33,17,0,14,173,142,159,120,165,100,34,44,8,10,9,29,0,17,0,598,24,0,11,0,38,0,0,15,80,43,28,55,20,32,78,0,0,0,0,51,15,91,17,51,15,70701,3,239,140
"Block Group 1, Census Tract 707.02, Augusta County, Virginia",510150707021,417,0,14,5,20,13,0,28,15,7,27,30,16,12,29,54,26,44,0,38,0,39,0,0,497,25,47,0,0,0,0,0,109,0,0,26,31,14,44,52,44,45,0,18,14,14,0,14,51,15,70702,1,137,67
"Block Group 1, Census Tract 708.01, Augusta County, Virginia",510150708011,732,74,68,0,16,0,0,0,161,44,46,16,0,44,70,16,16,52,0,14,75,20,0,0,681,26,40,40,38,0,86,0,28,18,23,16,46,67,34,15,0,60,27,14,54,49,0,0,51,15,70801,1,253,69
"Block Group 2, Census Tract 708.01, Augusta County, Virginia",510150708012,586,71,51,28,15,0,0,17,0,0,62,0,29,30,39,12,20,31,0,82,29,0,20,50,510,0,15,28,13,38,0,0,0,0,63,0,15,60,0,15,15,16,14,27,93,0,52,46,51,15,70801,2,413,168
"Block Group 2, Census Tract 4518, Fairfax County, Virginia",510594518002,1076,77,73,33,0,15,0,31,51,38,70,73,33,49,74,156,16,17,114,10,56,25,43,22,875,20,58,58,5,5,0,0,24,12,68,98,27,16,89,112,51,33,15,39,51,25,62,7,51,59,451800,2,469,184
"Block Group 2, Census Tract 4519, Fairfax County, Virginia",510594519002,1129,125,17,38,60,47,0,0,0,30,152,101,39,57,52,37,19,38,70,103,89,43,0,12,1034,25,28,19,13,0,61,0,0,18,186,61,105,69,34,108,0,120,0,74,54,0,29,30,51,59,451900,2,504,114
"Block Group 1, Census Tract 4520, Fairfax County, Virginia",510594520001,1389,84,95,36,22,0,0,15,106,217,105,50,103,50,72,118,114,21,27,14,76,25,24,15,1629,128,56,81,22,0,0,22,125,107,58,91,89,73,141,98,66,16,23,48,115,71,89,110,51,59,452000,1,637,334
"Block Group 1, Census Tract 4521.01, Fairfax County, Virginia",510594521011,581,9,0,16,14,0,0,0,0,85,105,45,12,43,16,95,19,28,6,5,59,16,0,8,473,38,0,14,9,9,0,0,26,20,53,37,35,2,16,69,34,19,0,25,32,34,0,1,51,59,452101,1,186,59
"Block Group 3, Census Tract 4521.01, Fairfax County, Virginia",510594521013,1317,124,67,5,26,32,51,0,34,125,117,98,20,70,61,56,31,24,117,155,50,18,31,5,1096,68,75,76,20,0,0,0,29,42,143,44,58,29,70,47,47,41,16,192,45,32,6,16,51,59,452101,3,683,108
"Block Group 1, Census Tract 4521.02, Fairfax County, Virginia",510594521021,731,0,8,220,69,0,0,0,25,47,11,8,31,41,59,53,0,13,0,8,50,72,16,0,698,73,0,37,27,22,0,23,47,88,34,15,5,135,44,35,1,1,7,7,50,22,25,0,51,59,452102,1,257,135
"Block Group 2, Census Tract 4521.02, Fairfax County, Virginia",510594521022,915,50,54,29,20,40,0,0,2,29,77,27,94,74,110,102,42,19,0,35,5,35,47,24,953,8,0,0,30,0,29,12,45,27,89,93,52,32,88,34,6,49,44,7,58,22,58,170,51,59,452102,2,505,356
"Block Group 1, Census Tract 4522, Fairfax County, Virginia",510594522001,1010,17,45,133,19,0,104,75,0,87,0,192,51,15,96,88,18,14,56,0,0,0,0,0,1203,153,100,129,0,144,146,26,0,37,77,40,93,66,22,51,0,25,24,24,0,31,0,15,51,59,452200,1,150,46
"Block Group 2, Census Tract 4522, Fairfax County, Virginia",510594522002,780,45,17,7,19,55,0,0,51,55,53,18,32,133,80,94,19,26,9,15,25,27,0,0,1015,41,91,38,14,0,0,54,36,83,80,0,143,6,20,179,24,60,0,49,39,22,18,18,51,59,452200,2,222,85
"Block Group 3, Census Tract 4522, Fairfax County, Virginia",510594522003,401,14,0,0,32,0,0,0,25,1,89,2,25,50,35,32,0,28,13,26,18,11,0,0,503,15,22,36,33,32,0,0,0,21,27,3,52,46,16,50,30,28,0,50,30,0,12,0,51,59,452200,3,160,23
"Block Group 4, Census Tract 4522, Fairfax County, Virginia",510594522004,429,14,0,19,20,20,0,17,0,31,95,19,13,93,0,20,33,19,0,0,0,0,0,16,583,15,20,2,0,27,24,0,44,0,13,18,0,66,82,111,0,18,0,86,29,12,16,0,51,59,452200,4,159,44
"Block Group 1, Census Tract 4523.01, Fairfax County, Virginia",510594523011,1148,8,45,167,27,101,0,0,43,92,57,115,43,58,164,69,17,21,19,17,50,27,0,8,1390,120,65,141,10,14,0,9,10,168,122,143,140,65,58,42,49,53,25,0,58,39,42,17,51,59,452301,1,302,133
"Block Group 2, Census Tract 4523.01, Fairfax County, Virginia",510594523012,633,6,15,31,0,12,0,0,9,189,1,79,14,82,42,112,0,13,0,0,0,15,0,13,431,1,38,31,42,0,7,0,30,4,5,45,46,19,0,32,48,0,7,18,27,0,18,13,51,59,452301,2,111,59
"Block Group 1, Census Tract 4523.02, Fairfax County, Virginia",510594523021,1420,263,56,73,62,49,0,0,75,123,169,219,35,25,12,41,15,83,21,0,90,0,0,9,1323,104,83,177,43,67,0,12,55,217,105,93,98,27,16,95,48,11,0,28,0,0,44,0,51,59,452302,1,192,53
"Block Group 2, Census Tract 4523.02, Fairfax County, Virginia",510594523022,1064,32,17,96,31,79,14,0,44,82,68,108,56,51,71,87,24,33,18,23,130,0,0,0,1126,95,41,90,17,8,25,0,10,144,103,91,21,202,43,52,9,70,30,38,27,10,0,0,51,59,452302,2,276,10
"Block Group 1, Census Tract 4524, Fairfax County, Virginia",510594524001,855,39,63,29,31,0,0,44,54,65,25,53,53,61,46,144,36,69,0,17,14,12,0,0,698,47,32,0,30,46,0,0,12,46,105,18,59,92,35,72,52,0,0,0,48,4,0,0,51,59,452400,1,95,16
"Block Group 2, Census Tract 4524, Fairfax County, Virginia",510594524002,781,215,11,59,44,0,0,0,0,27,37,54,0,156,32,33,0,36,15,40,0,22,0,0,1012,172,264,40,0,21,0,0,0,6,18,70,124,21,16,180,0,25,0,41,14,0,0,0,51,59,452400,2,132,22
"Block Group 3, Census Tract 4524, Fairfax County, Virginia",510594524003,547,36,32,0,26,38,0,34,23,0,27,114,67,20,12,46,12,0,0,0,14,29,0,17,461,39,29,13,13,0,0,74,0,31,0,55,47,0,71,33,11,0,0,0,13,32,0,0,51,59,452400,3,105,78
"Block Group 5, Census Tract 4524, Fairfax County, Virginia",510594524005,598,18,50,9,9,0,0,0,16,30,19,47,42,7,94,45,33,11,55,10,93,0,0,10,645,32,39,7,14,0,0,0,24,0,30,88,45,13,70,67,18,72,15,38,15,48,10,0,51,59,452400,5,294,68
"Block Group 1, Census Tract 4525.01, Fairfax County, Virginia",510594525011,583,45,19,0,8,25,13,12,45,155,0,29,18,38,34,64,6,9,0,0,25,19,19,0,776,16,28,54,0,0,0,0,194,138,28,36,19,31,26,91,0,0,18,36,40,10,0,11,51,59,452501,1,178,59
"Block Group 3, Census Tract 4525.01, Fairfax County, Virginia",510594525013,462,31,33,16,7,9,9,0,13,55,47,12,31,11,37,49,7,28,22,0,45,0,0,0,437,32,29,35,15,0,0,0,41,26,5,40,11,40,26,23,27,6,0,23,38,20,0,0,51,59,452501,3,148,20
"Block Group 1, Census Tract 4525.02, Fairfax County, Virginia",510594525021,473,0,13,0,26,15,0,0,31,21,59,70,38,5,64,50,0,0,11,52,9,9,0,0,308,0,27,5,5,0,24,0,0,0,62,19,37,22,25,14,7,42,12,6,1,0,0,0,51,59,452502,1,100,9
"Block Group 3, Census Tract 4525.02, Fairfax County, Virginia",510594525023,1016,116,57,13,0,0,0,49,0,114,283,29,61,41,24,0,43,164,14,4,0,4,0,0,742,90,119,52,19,6,0,12,24,88,56,49,76,76,14,56,0,0,0,5,0,0,0,0,51,59,452502,3,27,4
"Block Group 1, Census Tract 4526, Fairfax County, Virginia",510594526001,1586,238,71,42,28,100,0,65,0,39,0,161,68,194,286,112,23,102,15,0,0,42,0,0,1237,156,21,125,13,42,0,0,0,23,153,81,78,160,99,98,62,19,0,56,30,21,0,0,51,59,452600,1,164,63
"Block Group 3, Census Tract 4526, Fairfax County, Virginia",510594526003,1229,61,38,60,87,0,0,0,104,86,123,117,229,35,175,11,0,0,19,22,62,0,0,0,834,20,33,21,73,30,0,0,76,0,73,95,163,8,0,0,0,18,9,40,175,0,0,0,51,59,452600,3,327,0
"Block Group 4, Census Tract 4526, Fairfax County, Virginia",510594526004,990,286,41,83,24,0,0,0,22,51,215,61,96,77,16,18,0,0,0,0,0,0,0,0,906,123,17,0,20,170,0,0,39,161,120,23,82,0,110,16,0,25,0,0,0,0,0,0,51,59,452600,4,0,0
"Block Group 2, Census Tract 4527, Fairfax County, Virginia",510594527002,1309,86,193,31,68,0,11,16,15,127,117,161,102,81,67,52,35,44,29,7,48,9,0,10,1176,79,85,75,81,36,0,0,0,86,95,107,113,42,112,41,41,48,8,48,28,16,19,16,51,59,452700,2,238,70
"Block Group 3, Census Tract 4527, Fairfax County, Virginia",510594527003,337,72,19,0,0,0,0,0,10,21,56,20,37,8,0,13,12,13,15,24,9,0,8,0,376,9,14,0,14,0,30,0,0,20,46,8,41,19,27,9,14,46,17,5,48,0,9,0,51,59,452700,3,135,17
"Block Group 2, Census Tract 4528.01, Fairfax County, Virginia",510594528012,1083,60,58,43,29,0,0,0,66,93,316,112,50,66,14,34,77,0,53,12,0,0,0,0,1456,385,114,0,106,38,14,0,41,150,159,35,75,169,61,15,0,72,0,0,0,0,22,0,51,59,452801,2,87,22
"Block Group 3, Census Tract 4528.01, Fairfax County, Virginia",510594528013,601,102,14,18,37,0,0,0,0,83,71,0,69,0,0,42,0,44,35,13,25,14,34,0,678,28,0,19,0,0,0,0,0,66,87,46,0,46,66,149,0,92,14,12,25,14,14,0,51,59,452801,3,200,76
"Block Group 1, Census Tract 4528.02, Fairfax County, Virginia",510594528021,593,0,79,64,0,0,13,9,0,32,52,0,0,72,81,47,29,10,21,26,0,11,25,22,816,0,0,42,17,0,0,0,12,13,149,40,26,85,91,94,6,36,12,63,16,54,29,31,51,59,452802,1,310,172
"Block Group 2, Census Tract 4528.02, Fairfax County, Virginia",510594528022,729,50,14,17,0,18,0,0,31,21,43,32,110,35,95,9,10,44,38,37,45,15,6,59,739,36,0,0,0,0,0,0,0,61,90,47,36,25,76,145,22,36,0,55,26,29,36,19,51,59,452802,2,365,164
"Block Group 2, Census Tract 4601, Fairfax County, Virginia",510594601002,949,37,53,45,33,20,9,0,8,23,0,246,70,56,56,66,32,22,12,15,25,45,27,49,882,92,58,75,30,40,11,0,7,32,19,54,62,58,74,40,20,18,15,42,50,40,28,17,51,59,460100,2,365,206
"Block Group 3, Census Tract 4601, Fairfax County, Virginia",510594601003,597,14,46,51,46,0,0,0,26,25,9,26,71,38,62,88,7,0,50,0,20,9,0,9,493,22,20,9,7,26,34,0,21,23,8,16,35,45,73,76,9,4,0,9,18,38,0,0,51,59,460100,3,153,56
"Block Group 2, Census Tract 4602, Fairfax County, Virginia",510594602002,1006,68,52,133,47,0,0,0,28,42,37,30,96,28,93,61,27,54,42,35,26,52,38,17,1102,12,97,132,36,15,0,22,51,0,45,19,73,100,101,54,30,85,29,35,55,35,22,54,51,59,460200,2,440,218
"Block Group 1, Census Tract 4603, Fairfax County, Virginia",510594603001,328,19,18,20,5,15,0,6,6,23,6,20,29,17,53,16,5,0,5,5,23,5,27,5,337,34,46,28,10,0,7,0,0,14,20,11,12,25,36,9,11,4,9,5,27,15,9,5,51,59,460300,1,140,66
"Block Group 1, Census Tract 4604, Fairfax County, Virginia",510594604001,813,39,160,13,35,18,10,0,10,24,9,27,66,82,59,73,30,8,52,50,7,0,23,18,822,128,31,46,44,14,0,0,56,39,8,61,9,92,35,55,27,13,48,29,0,62,16,9,51,59,460400,1,314,128
"Block Group 3, Census Tract 4604, Fairfax County, Virginia",510594604003,679,29,22,68,31,0,29,0,0,80,52,42,24,44,182,17,20,9,0,21,0,0,0,9,536,9,13,0,49,0,34,0,0,52,7,15,43,74,44,169,0,9,8,0,0,0,10,0,51,59,460400,3,48,19
"Block Group 1, Census Tract 4605.01, Fairfax County, Virginia",510594605011,1271,59,88,81,71,35,8,35,21,22,44,26,83,84,73,111,55,34,31,183,63,39,11,14,1306,49,86,66,46,10,8,0,41,32,79,111,84,48,135,122,55,66,66,32,72,35,24,39,51,59,460501,1,609,162
"Block Group 2, Census Tract 4605.03, Fairfax County, Virginia",510594605032,1100,54,117,127,18,25,0,0,0,20,21,28,166,73,93,151,0,0,12,153,18,0,24,0,1259,20,62,145,78,60,0,0,0,0,32,79,137,88,153,86,113,27,12,28,23,92,24,0,51,59,460503,2,386,140
"Block Group 1, Census Tract 4605.04, Fairfax County, Virginia",510594605041,726,39,0,91,68,0,10,3,17,0,33,46,39,16,115,59,47,0,0,93,0,0,50,0,858,39,136,33,50,11,19,0,0,0,23,58,78,97,43,65,22,19,70,22,21,30,22,0,51,59,460504,1,308,102
"Block Group 1, Census Tract 2008.02, Henrico County, Virginia",510872008021,542,18,30,32,18,32,0,0,10,72,35,25,64,54,0,53,15,25,0,23,19,0,5,12,399,23,6,8,8,9,0,0,0,20,11,27,11,35,9,65,12,19,7,15,71,17,26,0,51,87,200802,1,195,60
"Block Group 2, Census Tract 2008.02, Henrico County, Virginia",510872008022,405,7,3,15,4,53,0,0,10,26,13,42,20,26,16,8,5,15,12,19,27,4,62,18,406,37,0,23,23,6,0,24,25,6,30,15,49,5,9,18,5,16,2,38,29,18,16,12,51,87,200802,2,257,130
"Block Group 2, Census Tract 2008.05, Henrico County, Virginia",510872008052,590,244,25,32,0,0,0,0,13,76,0,25,25,49,40,35,0,9,8,0,0,0,0,9,1411,419,123,73,7,102,0,0,70,147,51,59,0,107,39,43,16,8,6,7,74,0,52,8,51,87,200805,2,164,69
"Block Group 3, Census Tract 2008.05, Henrico County, Virginia",510872008053,424,89,156,56,0,12,0,0,22,16,31,0,0,0,29,0,0,13,0,0,0,0,0,0,754,100,178,163,0,0,0,0,0,201,104,0,0,0,0,8,0,0,0,0,0,0,0,0,51,87,200805,3,0,0
"Block Group 1, Census Tract 2008.06, Henrico County, Virginia",510872008061,1354,47,0,51,45,285,0,17,310,134,34,23,78,49,56,35,36,28,12,0,60,0,54,0,1071,21,0,30,12,0,0,45,4,93,52,30,40,164,122,40,18,21,9,209,111,18,18,14,51,87,200806,1,505,104
"Block Group 1, Census Tract 2008.07, Henrico County, Virginia",510872008071,256,42,0,0,37,0,0,0,76,8,35,0,0,0,46,12,0,0,0,0,0,0,0,0,333,0,0,0,36,0,0,0,51,68,71,0,0,46,40,21,0,0,0,0,0,0,0,0,51,87,200807,1,0,0
"Block Group 3, Census Tract 2008.07, Henrico County, Virginia",510872008073,589,20,22,222,55,0,0,0,0,0,39,43,21,0,128,0,12,0,13,0,14,0,0,0,861,41,170,0,42,0,0,0,94,54,57,44,19,0,140,71,0,0,12,117,0,0,0,0,51,87,200807,3,156,0
"Block Group 4, Census Tract 2008.07, Henrico County, Virginia",510872008074,915,117,25,0,17,31,8,65,41,165,214,0,0,76,0,90,0,0,0,0,12,54,0,0,1203,169,127,0,36,42,35,61,161,112,131,51,0,41,11,131,0,0,13,12,24,46,0,0,51,87,200807,4,161,100
"Block Group 2, Census Tract 2009.04, Henrico County, Virginia",510872009042,937,0,0,12,60,0,38,0,0,53,101,0,122,106,54,74,0,59,35,80,43,83,17,0,1441,34,11,87,104,0,0,0,56,52,32,93,136,136,106,144,0,61,64,78,96,106,23,22,51,87,200904,2,647,251
"Block Group 3, Census Tract 2009.04, Henrico County, Virginia",510872009043,528,65,0,13,4,0,0,0,17,115,0,33,24,27,49,40,0,12,0,86,26,0,17,0,589,65,0,13,0,12,0,0,9,43,78,12,46,0,102,80,0,43,0,58,0,15,13,0,51,87,200904,3,215,45
"Block Group 1, Census Tract 2009.05, Henrico County, Virginia",510872009051,411,49,51,121,0,0,28,0,0,0,0,47,21,48,0,0,0,0,0,10,36,0,0,0,480,30,25,61,28,1,0,0,0,57,0,108,27,28,15,20,0,25,0,37,18,0,0,0,51,87,200905,1,101,0
"Block Group 2, Census Tract 2009.05, Henrico County, Virginia",510872009052,810,63,9,27,33,0,0,0,0,19,55,56,65,21,0,341,0,19,0,29,0,73,0,0,622,43,17,0,0,0,0,0,50,56,52,13,26,25,44,211,0,0,0,0,68,17,0,0,51,87,200905,2,187,90
"Block Group 4, Census Tract 2009.05, Henrico County, Virginia",510872009054,1134,46,35,184,96,24,15,0,41,80,86,145,12,118,44,103,28,24,0,5,0,17,31,0,954,69,38,9,0,31,55,0,44,25,60,100,51,201,59,53,19,0,20,24,67,10,19,0,51,87,200905,4,193,77
"Block Group 1, Census Tract 2009.06, Henrico County, Virginia",510872009061,1017,99,44,21,21,8,0,0,126,81,64,108,46,72,66,132,7,24,8,65,25,0,0,0,1039,63,47,59,25,0,0,48,37,83,73,56,57,103,26,105,23,43,27,33,64,65,0,2,51,87,200906,1,289,67
"Block Group 1, Census Tract 2009.07, Henrico County, Virginia",510872009071,387,15,78,25,0,0,0,0,0,14,0,121,13,13,12,0,28,0,0,40,18,0,0,10,358,47,0,50,0,0,0,0,14,0,56,33,9,14,0,0,0,27,0,54,46,0,8,0,51,87,200907,1,176,18
"Block Group 2, Census Tract 2009.07, Henrico County, Virginia",510872009072,286,0,55,0,19,0,0,0,0,56,38,81,0,11,25,0,1,0,0,0,0,0,0,0,140,11,10,2,3,0,0,0,0,21,28,0,0,0,18,27,1,0,0,0,0,0,0,19,51,87,200907,2,19,19
"Block Group 1, Census Tract 2009.08, Henrico County, Virginia",510872009081,841,0,0,159,117,0,19,52,47,140,11,123,52,14,0,73,0,0,0,34,0,0,0,0,677,29,19,110,48,13,0,0,52,7,46,107,53,18,41,43,0,30,0,44,0,0,0,17,51,87,200908,1,95,17
"Block Group 2, Census Tract 2009.08, Henrico County, Virginia",510872009082,694,61,94,51,0,0,0,0,63,87,39,13,41,131,0,17,0,30,22,9,17,0,19,0,952,192,6,9,80,15,0,0,25,99,103,16,122,53,44,18,0,84,0,38,15,0,17,16,51,87,200908,2,153,52
"Block Group 2, Census Tract 2010.01, Henrico County, Virginia",510872010012,1425,230,259,0,24,0,0,85,131,99,182,33,44,22,95,128,13,50,0,24,0,6,0,0,1050,0,24,0,110,18,0,0,97,157,33,30,81,63,152,117,11,38,71,34,0,0,14,0,51,87,201001,2,149,20
"Block Group 1, Census Tract 2010.02, Henrico County, Virginia",510872010021,620,37,54,43,42,32,10,0,28,0,59,42,62,18,10,65,0,21,15,0,28,45,9,0,731,0,51,37,45,28,45,0,14,105,32,29,11,52,70,41,73,30,0,24,16,8,20,0,51,87,201002,1,165,82
"Block Group 2, Census Tract 2010.02, Henrico County, Virginia",510872010022,417,8,13,114,0,9,0,9,43,18,62,0,21,68,0,0,4,18,0,5,14,0,6,5,565,12,89,91,0,0,0,0,0,103,78,9,49,0,0,20,8,63,0,27,10,0,5,1,51,87,201002,2,73,17
"Block Group 1, Census Tract 2010.03, Henrico County, Virginia",510872010031,1387,92,80,18,16,0,59,23,68,67,52,100,47,56,118,78,42,88,142,22,40,18,125,36,1805,80,141,142,46,108,148,63,25,55,125,164,112,78,137,179,33,100,0,0,20,16,17,16,51,87,201003,1,452,228
"Block Group 3, Census Tract 2010.03, Henrico County, Virginia",510872010033,281,19,23,21,0,0,0,0,71,11,0,21,0,18,63,0,0,15,0,0,0,19,0,0,506,29,13,31,0,0,0,0,0,83,9,48,0,12,84,32,41,22,0,29,0,0,0,73,51,87,201003,3,121,92
"Block Group 1, Census Tract 2011.02, Henrico County, Virginia",510872011021,689,0,62,123,26,39,34,36,0,41,7,41,38,81,27,26,0,26,17,15,0,23,6,21,645,68,0,71,28,0,0,0,0,3,73,40,80,10,49,35,46,20,7,59,30,15,5,6,51,87,201102,1,204,76
"Block Group 3, Census Tract 2011.02, Henrico County, Virginia",510872011023,290,16,19,0,0,0,0,0,0,0,18,137,33,38,20,0,0,0,0,0,0,0,0,9,377,11,0,30,32,0,0,48,0,20,33,53,0,0,10,39,0,0,0,23,71,0,0,7,51,87,201102,3,110,16
"Block Group 4, Census Tract 2011.02, Henrico County, Virginia",510872011024,116,0,0,0,0,13,0,0,0,0,0,0,9,41,0,0,0,9,5,10,0,29,0,0,597,0,0,30,10,0,0,0,118,0,0,0,259,12,26,0,9,55,6,0,24,41,7,0,51,87,201102,4,122,77
"Block Group 1, Census Tract 2011.03, Henrico County, Virginia",510872011031,451,0,68,0,18,0,0,0,0,138,53,0,49,0,0,58,0,17,50,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,108,104,0,0,0,34,58,16,22,16,0,0,44,0,51,87,201103,1,132,44
"Block Group 2, Census Tract 2011.03, Henrico County, Virginia",510872011032,976,53,152,151,0,0,23,0,35,139,88,0,159,0,29,0,16,23,16,29,0,44,19,0,1250,156,0,27,45,52,0,0,0,18,90,78,71,90,121,82,15,90,187,46,34,0,17,31,51,87,201103,2,423,111
"Block Group 1, Census Tract 2011.04, Henrico County, Virginia",510872011041,992,5,31,43,19,126,46,0,0,3,22,8,42,130,92,171,0,35,29,83,107,0,0,0,1216,4,44,13,55,0,26,35,62,125,11,19,32,135,135,206,67,15,25,0,94,18,45,50,51,87,201104,1,451,113
"Block Group 2, Census Tract 2011.04, Henrico County, Virginia",510872011042,465,0,16,0,34,0,0,26,0,4,0,15,15,9,36,55,0,8,6,0,48,45,112,36,591,40,0,0,19,14,0,67,0,0,11,13,27,7,62,25,0,10,0,34,55,62,21,124,51,87,201104,2,543,400
"Block Group 1, Census Tract 2012.03, Henrico County, Virginia",510872012031,368,80,0,45,55,0,0,0,0,0,0,0,0,0,0,20,67,0,8,0,66,9,18,0,331,10,0,46,12,0,0,0,97,11,51,0,0,0,22,6,0,0,0,7,61,8,0,0,51,87,201203,1,177,35
"Block Group 2, Census Tract 2012.03, Henrico County, Virginia",510872012032,780,42,72,44,40,35,24,23,47,0,79,110,66,37,41,67,0,16,0,8,29,0,0,0,1108,104,137,89,30,0,45,0,66,0,114,57,84,81,94,70,34,38,15,3,39,2,0,6,51,87,201203,2,102,8
"Block Group 1, Census Tract 2012.04, Henrico County, Virginia",510872012041,1059,34,26,61,0,0,0,58,21,0,70,13,133,141,103,13,14,0,14,0,40,0,0,318,757,0,47,13,42,0,64,0,0,0,0,25,91,140,26,77,109,37,0,38,13,0,24,11,51,87,201204,1,458,353
