NAME,GEO_ID,C17002_002E,C17002_003E,C17002_004E,C17002_005E,C17002_006E,C17002_007E,C17002_008E,state,county,tract,block group
"Block Group 2, Census Tract 801, Carroll County, Virginia",510350801002,50,186,11,0,169,26,917,51,35,80100,2
"Block Group 3, Census Tract 801, Carroll County, Virginia",510350801003,22,108,116,17,9,0,547,51,35,80100,3
"Block Group 1, Census Tract 802, Carroll County, Virginia",510350802001,45,243,0,42,82,51,296,51,35,80200,1
"Block Group 2, Census Tract 802, Carroll County, Virginia",510350802002,93,299,132,12,8,0,668,51,35,80200,2
"Block Group 3, Census Tract 802, Carroll County, Virginia",510350802003,96,157,154,36,11,26,608,51,35,80200,3
"Block Group 4, Census Tract 802, Carroll County, Virginia",510350802004,45,54,0,0,293,55,895,51,35,80200,4
"Block Group 1, Census Tract 803, Carroll County, Virginia",510350803001,0,354,216,83,464,0,423,51,35,80300,1
"Block Group 2, Census Tract 803, Carroll County, Virginia",510350803002,233,212,72,0,101,0,543,51,35,80300,2
"Block Group 3, Census Tract 803, Carroll County, Virginia",510350803003,38,70,0,0,22,15,627,51,35,80300,3
"Block Group 1, Census Tract 804.01, Carroll County, Virginia",510350804011,114,149,222,43,154,90,1074,51,35,80401,1
"Block Group 1, Census Tract 4814, Fairfax County, Virginia",510594814001,0,256,0,28,0,43,995,51,59,481400,1
"Block Group 3, Census Tract 4814, Fairfax County, Virginia",510594814003,19,0,0,0,0,20,2160,51,59,481400,3
"Block Group 4, Census Tract 4814, Fairfax County, Virginia",510594814004,0,0,45,0,15,0,1565,51,59,481400,4
"Block Group 1, Census Tract 4816, Fairfax County, Virginia",510594816001,99,34,8,15,0,0,1736,51,59,481600,1
"Block Group 2, Census Tract 4817.01, Fairfax County, Virginia",510594817012,46,0,0,28,16,0,2379,51,59,481701,2
"Block Group 3, Census Tract 4817.01, Fairfax County, Virginia",510594817013,0,0,0,0,0,0,1626,51,59,481701,3
"Block Group 2, Census Tract 4817.02, Fairfax County, Virginia",510594817022,64,82,88,37,18,94,1929,51,59,481702,2
"Block Group 3, Census Tract 4817.02, Fairfax County, Virginia",510594817023,0,82,41,0,46,0,684,51,59,481702,3
"Block Group 2, Census Tract 4819, Fairfax County, Virginia",510594819002,22,31,27,0,140,0,1469,51,59,481900,2
"Block Group 1, Census Tract 4820.01, Fairfax County, Virginia",510594820011,0,0,11,10,11,0,1078,51,59,482001,1
"Block Group 2, Census Tract 4820.01, Fairfax County, Virginia",510594820012,7,79,0,0,0,29,2571,51,59,482001,2
"Block Group 3, Census Tract 4820.01, Fairfax County, Virginia",510594820013,0,18,21,0,0,0,667,51,59,482001,3
"Block Group 1, Census Tract 4820.02, Fairfax County, Virginia",510594820021,23,28,0,0,98,0,1486,51,59,482002,1
"Block Group 2, Census Tract 4820.02, Fairfax County, Virginia",510594820022,24,0,0,0,0,46,1562,51,59,482002,2
"Block Group 1, Census Tract 4821, Fairfax County, Virginia",510594821001,231,110,8,10,170,8,956,51,59,482100,1
"Block Group 2, Census Tract 4821, Fairfax County, Virginia",510594821002,46,71,54,0,38,31,1846,51,59,482100,2
"Block Group 1, Census Tract 4822.01, Fairfax County, Virginia",510594822011,144,102,169,219,30,12,1804,51,59,482201,1
"Block Group 1, Census Tract 4822.03, Fairfax County, Virginia",510594822031,53,145,53,0,0,13,741,51,59,482203,1
"Block Group 2, Census Tract 4822.03, Fairfax County, Virginia",510594822032,26,0,0,0,0,0,689,51,59,482203,2
"Block Group 3, Census Tract 4822.03, Fairfax County, Virginia",510594822033,28,93,0,0,129,0,986,51,59,482203,3
"Block Group 4, Census Tract 4822.03, Fairfax County, Virginia",510594822034,1,8,14,0,74,0,1403,51,59,482203,4
"Block Group 1, Census Tract 4822.04, Fairfax County, Virginia",510594822041,109,0,0,10,0,0,945,51,59,482204,1
"Block Group 2, Census Tract 4822.04, Fairfax County, Virginia",510594822042,20,33,0,0,23,0,873,51,59,482204,2
"Block Group 1, Census Tract 4822.05, Fairfax County, Virginia",510594822051,16,0,0,0,0,12,907,51,59,482205,1
"Block Group 2, Census Tract 4822.05, Fairfax County, Virginia",510594822052,0,0,0,81,0,0,833,51,59,482205,2
"Block Group 1, Census Tract 4822.06, Fairfax County, Virginia",510594822061,30,109,5,0,15,0,802,51,59,482206,1
"Block Group 1, Census Tract 4823.01, Fairfax County, Virginia",510594823011,80,0,0,54,136,37,2498,51,59,482301,1
"Block Group 3, Census Tract 4823.01, Fairfax County, Virginia",510594823013,38,0,0,29,0,0,1687,51,59,482301,3
"Block Group 1, Census Tract 4823.02, Fairfax County, Virginia",510594823021,136,222,3,11,229,33,1751,51,59,482302,1
"Block Group 1, Census Tract 4823.03, Fairfax County, Virginia",510594823031,39,0,0,0,0,32,1219,51,59,482303,1
"Block Group 2, Census Tract 4823.03, Fairfax County, Virginia",510594823032,0,18,7,16,28,0,737,51,59,482303,2
"Block Group 1, Census Tract 4824, Fairfax County, Virginia",510594824001,63,0,0,0,21,0,2115,51,59,482400,1
"Block Group 1, Census Tract 4825.02, Fairfax County, Virginia",510594825021,6,31,0,0,0,0,718,51,59,482502,1
"Block Group 1, Census Tract 4825.03, Fairfax County, Virginia",510594825031,11,30,8,38,41,11,1831,51,59,482503,1
"Block Group 2, Census Tract 4825.03, Fairfax County, Virginia",510594825032,0,0,0,0,0,0,1002,51,59,482503,2
"Block Group 1, Census Tract 4825.04, Fairfax County, Virginia",510594825041,0,0,0,0,0,9,1913,51,59,482504,1
"Block Group 2, Census Tract 4825.04, Fairfax County, Virginia",510594825042,24,0,0,0,0,7,1664,51,59,482504,2
"Block Group 1, Census Tract 4825.05, Fairfax County, Virginia",510594825051,15,0,0,0,0,0,664,51,59,482505,1
"Block Group 2, Census Tract 4825.05, Fairfax County, Virginia",510594825052,0,74,72,87,0,0,1685,51,59,482505,2
"Block Group 2, Census Tract 4825.06, Fairfax County, Virginia",510594825062,76,381,101,149,38,66,2345,51,59,482506,2
"Block Group 1, Census Tract 4825.07, Fairfax County, Virginia",510594825071,32,0,17,38,0,0,1037,51,59,482507,1
"Block Group 3, Census Tract 9501.01, King William County, Virginia",511019501013,23,96,21,6,0,0,855,51,101,950101,3
"Block Group 1, Census Tract 9501.02, King William County, Virginia",511019501021,86,0,0,115,81,0,354,51,101,950102,1
"Block Group 2, Census Tract 9501.02, King William County, Virginia",511019501022,0,0,27,0,98,139,1736,51,101,950102,2
"Block Group 3, Census Tract 9501.02, King William County, Virginia",511019501023,15,81,0,81,107,44,2479,51,101,950102,3
"Block Group 4, Census Tract 9501.02, King William County, Virginia",511019501024,22,0,0,0,28,121,764,51,101,950102,4
"Block Group 2, Census Tract 9502, King William County, Virginia",511019502002,26,65,20,13,29,29,1157,51,101,950200,2
"Block Group 1, Census Tract 9503, King William County, Virginia",511019503001,0,67,76,104,7,0,1640,51,101,950300,1
"Block Group 1, Census Tract 301, Lancaster County, Virginia",511030301001,34,64,0,0,0,0,588,51,103,30100,1
"Block Group 2, Census Tract 301, Lancaster County, Virginia",511030301002,8,50,8,0,168,29,380,51,103,30100,2
"Block Group 4, Census Tract 301, Lancaster County, Virginia",511030301004,30,105,38,81,106,28,448,51,103,30100,4
"Block Group 1, Census Tract 302, Lancaster County, Virginia",511030302001,8,384,0,15,36,0,426,51,103,30200,1
"Block Group 3, Census Tract 302, Lancaster County, Virginia",511030302003,8,176,19,105,72,12,669,51,103,30200,3
"Block Group 4, Census Tract 302, Lancaster County, Virginia",511030302004,22,37,38,0,18,12,707,51,103,30200,4
"Block Group 2, Census Tract 303.01, Lancaster County, Virginia",511030303012,0,16,0,37,69,0,809,51,103,30301,2
"Block Group 2, Census Tract 303.02, Lancaster County, Virginia",511030303022,14,2,24,14,30,7,770,51,103,30302,2
"Block Group 0, Census Tract 9901, Lancaster County, Virginia",511039901000,0,0,0,0,0,0,0,51,103,990100,0
"Block Group 2, Census Tract 9501, Lee County, Virginia",511059501002,54,16,37,116,178,4,805,51,105,950100,2
"Block Group 3, Census Tract 9501, Lee County, Virginia",511059501003,34,160,76,12,0,47,281,51,105,950100,3
"Block Group 5, Census Tract 9501, Lee County, Virginia",511059501005,49,68,75,11,0,45,270,51,105,950100,5
"Block Group 1, Census Tract 9502, Lee County, Virginia",511059502001,136,14,70,42,192,9,741,51,105,950200,1
"Block Group 3, Census Tract 9502, Lee County, Virginia",511059502003,100,9,28,17,156,55,324,51,105,950200,3
"Block Group 4, Census Tract 9502, Lee County, Virginia",511059502004,291,84,117,78,15,114,490,51,105,950200,4
"Block Group 2, Census Tract 9503.01, Lee County, Virginia",511059503012,29,411,30,0,121,24,352,51,105,950301,2
"Block Group 1, Census Tract 9503.02, Lee County, Virginia",511059503021,134,238,65,22,63,17,675,51,105,950302,1
"Block Group 1, Census Tract 9504, Lee County, Virginia",511059504001,69,248,69,17,0,0,478,51,105,950400,1
"Block Group 2, Census Tract 9504, Lee County, Virginia",511059504002,37,38,0,9,36,24,184,51,105,950400,2
"Block Group 1, Census Tract 9505, Lee County, Virginia",511059505001,245,140,62,51,12,108,620,51,105,950500,1
"Block Group 2, Census Tract 9505, Lee County, Virginia",511059505002,471,259,115,123,11,18,538,51,105,950500,2
"Block Group 4, Census Tract 9505, Lee County, Virginia",511059505004,146,413,72,49,284,141,270,51,105,950500,4
"Block Group 2, Census Tract 9506, Lee County, Virginia",511059506002,232,93,66,0,24,0,603,51,105,950600,2
"Block Group 3, Census Tract 9506, Lee County, Virginia",511059506003,20,23,64,89,86,0,340,51,105,950600,3
"Block Group 1, Census Tract 6101.01, Loudoun County, Virginia",511076101011,29,0,51,0,69,9,2489,51,107,610101,1
"Block Group 2, Census Tract 6101.01, Loudoun County, Virginia",511076101012,74,6,6,4,0,48,2050,51,107,610101,2
"Block Group 2, Census Tract 6101.02, Loudoun County, Virginia",511076101022,97,38,23,0,0,25,1915,51,107,610102,2
"Block Group 1, Census Tract 6102.01, Loudoun County, Virginia",511076102011,104,11,11,19,34,69,2327,51,107,610201,1
"Block Group 2, Census Tract 6102.01, Loudoun County, Virginia",511076102012,14,0,0,14,14,0,2810,51,107,610201,2
"Block Group 1, Census Tract 6102.02, Loudoun County, Virginia",511076102021,108,44,0,0,20,0,2039,51,107,610202,1
"Block Group 2, Census Tract 6102.02, Loudoun County, Virginia",511076102022,7,0,6,21,31,0,2029,51,107,610202,2
"Block Group 3, Census Tract 6102.02, Loudoun County, Virginia",511076102023,0,42,0,89,25,0,655,51,107,610202,3
"Block Group 1, Census Tract 6103, Loudoun County, Virginia",511076103001,0,30,0,14,19,11,852,51,107,610300,1
"Block Group 2, Census Tract 6103, Loudoun County, Virginia",511076103002,2,9,0,0,7,0,1611,51,107,610300,2
"Block Group 1, Census Tract 9015.05, Prince William County, Virginia",511539015051,0,0,0,0,0,0,1867,51,153,901505,1
"Block Group 2, Census Tract 9015.05, Prince William County, Virginia",511539015052,0,0,0,0,0,0,2491,51,153,901505,2
"Block Group 4, Census Tract 9015.05, Prince William County, Virginia",511539015054,40,0,0,0,0,0,1111,51,153,901505,4
"Block Group 1, Census Tract 9015.06, Prince William County, Virginia",511539015061,0,9,0,29,28,0,623,51,153,901506,1
"Block Group 3, Census Tract 9015.06, Prince William County, Virginia",511539015063,148,25,0,5,91,80,2253,51,153,901506,3
"Block Group 1, Census Tract 9015.07, Prince William County, Virginia",511539015071,10,75,6,0,19,0,1233,51,153,901507,1
"Block Group 1, Census Tract 9015.08, Prince William County, Virginia",511539015081,32,0,108,0,0,179,2212,51,153,901508,1
"Block Group 2, Census Tract 9015.08, Prince William County, Virginia",511539015082,57,11,81,0,0,0,1092,51,153,901508,2
"Block Group 1, Census Tract 9015.09, Prince William County, Virginia",511539015091,15,8,0,0,249,0,2756,51,153,901509,1
"Block Group 2, Census Tract 9015.09, Prince William County, Virginia",511539015092,0,12,50,68,0,0,1393,51,153,901509,2
"Block Group 1, Census Tract 9015.10, Prince William County, Virginia",511539015101,43,0,0,12,0,0,2155,51,153,901510,1
"Block Group 2, Census Tract 9015.10, Prince William County, Virginia",511539015102,34,21,26,83,8,0,2319,51,153,901510,2
"Block Group 1, Census Tract 9015.11, Prince William County, Virginia",511539015111,23,11,0,0,0,0,2474,51,153,901511,1
"Block Group 2, Census Tract 9015.11, Prince William County, Virginia",511539015112,23,0,0,6,0,14,1427,51,153,901511,2
"Block Group 2, Census Tract 9016.01, Prince William County, Virginia",511539016012,145,77,86,0,0,54,768,51,153,901601,2
"Block Group 3, Census Tract 9016.01, Prince William County, Virginia",511539016013,39,149,293,54,107,31,1231,51,153,901601,3
"Block Group 2, Census Tract 9016.02, Prince William County, Virginia",511539016022,32,30,0,0,54,0,1983,51,153,901602,2
"Block Group 3, Census Tract 9016.02, Prince William County, Virginia",511539016023,0,0,126,140,0,119,1408,51,153,901602,3
"Block Group 5, Census Tract 9016.02, Prince William County, Virginia",511539016025,82,0,0,322,207,72,1687,51,153,901602,5
"Block Group 1, Census Tract 9017.02, Prince William County, Virginia",511539017021,26,12,59,46,88,7,1589,51,153,901702,1
"Block Group 2, Census Tract 9017.02, Prince William County, Virginia",511539017022,36,83,46,0,26,0,1504,51,153,901702,2
"Block Group 3, Census Tract 9017.02, Prince William County, Virginia",511539017023,0,0,31,131,6,9,611,51,153,901702,3
"Block Group 1, Census Tract 9017.03, Prince William County, Virginia",511539017031,16,61,0,0,0,0,565,51,153,901703,1
"Block Group 2, Census Tract 9017.03, Prince William County, Virginia",511539017032,100,0,0,12,36,57,1613,51,153,901703,2
"Block Group 1, Census Tract 9017.04, Prince William County, Virginia",511539017041,161,34,0,202,407,0,928,51,153,901704,1
"Block Group 2, Census Tract 9017.04, Prince William County, Virginia",511539017042,2,2,20,97,9,38,1101,51,153,901704,2
"Block Group 3, Census Tract 9017.04, Prince William County, Virginia",511539017043,52,200,240,214,84,306,688,51,153,901704,3
"Block Group 4, Census Tract 9017.04, Prince William County, Virginia",511539017044,188,51,0,301,141,50,1190,51,153,901704,4
"Block Group 1, Census Tract 9019, Prince William County, Virginia",511539019001,196,222,18,37,38,167,1452,51,153,901900,1
"Block Group 3, Census Tract 9019, Prince William County, Virginia",511539019003,0,23,243,0,0,12,446,51,153,901900,3
"Block Group 4, Census Tract 9019, Prince William County, Virginia",511539019004,12,4,113,2,10,0,864,51,153,901900,4
"Block Group 1, Census Tract 2101.01, Pulaski County, Virginia",511552101011,38,11,91,110,155,0,766,51,155,210101,1
"Block Group 2, Census Tract 2101.01, Pulaski County, Virginia",511552101012,11,90,0,47,64,19,754,51,155,210101,2
"Block Group 1, Census Tract 2101.02, Pulaski County, Virginia",511552101021,93,0,41,36,139,44,575,51,155,210102,1
"Block Group 2, Census Tract 2101.02, Pulaski County, Virginia",511552101022,24,30,64,0,209,71,1565,51,155,210102,2
"Block Group 2, Census Tract 2102.01, Pulaski County, Virginia",511552102012,153,186,43,21,38,59,984,51,155,210201,2
"Block Group 3, Census Tract 2102.01, Pulaski County, Virginia",511552102013,80,177,99,32,76,14,734,51,155,210201,3
"Block Group 2, Census Tract 2102.02, Pulaski County, Virginia",511552102022,39,41,0,85,0,8,940,51,155,210202,2
"Block Group 3, Census Tract 2102.02, Pulaski County, Virginia",511552102023,80,91,65,0,44,0,980,51,155,210202,3
"Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",515400003021,87,88,38,0,141,24,1425,51,540,302,1
"Block Group 1, Census Tract 4.01, Charlottesville city, Virginia",515400004011,265,255,162,39,35,0,1024,51,540,401,1
"Block Group 2, Census Tract 4.01, Charlottesville city, Virginia",515400004012,80,194,74,470,342,7,1302,51,540,401,2
"Block Group 1, Census Tract 4.02, Charlottesville city, Virginia",515400004021,19,57,0,17,66,0,363,51,540,402,1
"Block Group 2, Census Tract 4.02, Charlottesville city, Virginia",515400004022,46,0,12,0,17,0,1166,51,540,402,2
"Block Group 3, Census Tract 4.02, Charlottesville city, Virginia",515400004023,14,193,48,2,71,0,997,51,540,402,3
"Block Group 4, Census Tract 4.02, Charlottesville city, Virginia",515400004024,20,118,0,141,103,0,656,51,540,402,4
"Block Group 1, Census Tract 5.01, Charlottesville city, Virginia",515400005011,270,546,80,241,107,0,512,51,540,501,1
"Block Group 2, Census Tract 5.01, Charlottesville city, Virginia",515400005012,49,1,43,103,41,146,422,51,540,501,2
"Block Group 3, Census Tract 5.01, Charlottesville city, Virginia",515400005013,359,5,223,9,170,32,1218,51,540,501,3
"Block Group 1, Census Tract 5.02, Charlottesville city, Virginia",515400005021,215,113,50,82,93,9,1464,51,540,502,1
"Block Group 2, Census Tract 5.02, Charlottesville city, Virginia",515400005022,104,10,0,0,15,0,732,51,540,502,2
"Block Group 3, Census Tract 5.02, Charlottesville city, Virginia",515400005023,144,6,0,0,7,8,691,51,540,502,3
"Block Group 4, Census Tract 5.02, Charlottesville city, Virginia",515400005024,0,0,11,76,13,12,1064,51,540,502,4
"Block Group 5, Census Tract 5.02, Charlottesville city, Virginia",515400005025,15,0,0,0,8,0,167,51,540,502,5
"Block Group 1, Census Tract 6, Charlottesville city, Virginia",515400006001,572,210,10,0,173,53,211,51,540,600,1
"Block Group 2, Census Tract 6, Charlottesville city, Virginia",515400006002,764,227,13,102,105,12,336,51,540,600,2
"Block Group 1, Census Tract 7, Charlottesville city, Virginia",515400007001,51,0,0,80,25,0,858,51,540,700,1
"Block Group 2, Census Tract 7, Charlottesville city, Virginia",515400007002,211,55,0,32,6,6,888,51,540,700,2
"Block Group 4, Census Tract 7, Charlottesville city, Virginia",515400007004,85,0,0,83,16,6,417,51,540,700,4
"Block Group 1, Census Tract 8, Charlottesville city, Virginia",515400008001,0,0,0,0,24,47,750,51,540,800,1
"Block Group 3, Census Tract 8, Charlottesville city, Virginia",515400008003,0,19,0,0,19,0,513,51,540,800,3
"Block Group 4, Census Tract 8, Charlottesville city, Virginia",515400008004,232,40,34,140,34,33,671,51,540,800,4
"Block Group 2, Census Tract 9, Charlottesville city, Virginia",515400009002,23,31,77,28,10,0,672,51,540,900,2
"Block Group 1, Census Tract 10, Charlottesville city, Virginia",515400010001,45,55,46,0,23,11,777,51,540,1000,1
"Block Group 3, Census Tract 10, Charlottesville city, Virginia",515400010003,48,71,10,19,149,46,1378,51,540,1000,3
"Block Group 1, Census Tract 200.01, Chesapeake city, Virginia",515500200011,32,13,4,45,62,29,1296,51,550,20001,1
"Block Group 2, Census Tract 200.02, Chesapeake city, Virginia",515500200022,78,76,68,128,16,46,1511,51,550,20002,2
"Block Group 3, Census Tract 200.02, Chesapeake city, Virginia",515500200023,11,29,41,379,0,0,932,51,550,20002,3
"Block Group 2, Census Tract 200.03, Chesapeake city, Virginia",515500200032,40,177,0,27,0,0,1423,51,550,20003,2
"Block Group 5, Census Tract 200.03, Chesapeake city, Virginia",515500200035,16,0,29,0,163,0,546,51,550,20003,5
"Block Group 1, Census Tract 201, Chesapeake city, Virginia",515500201001,32,37,215,50,352,25,819,51,550,20100,1
"Block Group 3, Census Tract 201, Chesapeake city, Virginia",515500201003,294,367,22,5,198,44,562,51,550,20100,3
"Block Group 4, Census Tract 201, Chesapeake city, Virginia",515500201004,579,303,229,164,0,5,131,51,550,20100,4
"Block Group 2, Census Tract 202, Chesapeake city, Virginia",515500202002,59,0,0,0,237,0,620,51,550,20200,2
"Block Group 4, Census Tract 202, Chesapeake city, Virginia",515500202004,14,84,0,16,151,16,369,51,550,20200,4
"Block Group 1, Census Tract 203, Chesapeake city, Virginia",515500203001,109,117,60,32,84,7,260,51,550,20300,1
"Block Group 1, Census Tract 204, Chesapeake city, Virginia",515500204001,9,0,160,82,58,28,762,51,550,20400,1
"Block Group 2, Census Tract 204, Chesapeake city, Virginia",515500204002,61,0,34,0,170,0,766,51,550,20400,2
"Block Group 1, Census Tract 205, Chesapeake city, Virginia",515500205001,90,39,37,65,165,212,1434,51,550,20500,1
"Block Group 1, Census Tract 8103, Petersburg city, Virginia",517308103001,19,146,0,16,11,25,111,51,730,810300,1
"Block Group 3, Census Tract 8103, Petersburg city, Virginia",517308103003,0,100,178,137,62,138,426,51,730,810300,3
"Block Group 1, Census Tract 8104, Petersburg city, Virginia",517308104001,96,183,14,85,269,0,221,51,730,810400,1
"Block Group 1, Census Tract 8105, Petersburg city, Virginia",517308105001,41,127,54,0,11,13,390,51,730,810500,1
"Block Group 2, Census Tract 8105, Petersburg city, Virginia",517308105002,35,32,0,0,25,0,207,51,730,810500,2
"Block Group 4, Census Tract 8105, Petersburg city, Virginia",517308105004,162,47,61,162,0,0,282,51,730,810500,4
"Block Group 1, Census Tract 8106, Petersburg city, Virginia",517308106001,196,243,142,41,162,0,417,51,730,810600,1
"Block Group 1, Census Tract 8107, Petersburg city, Virginia",517308107001,50,108,78,533,149,23,197,51,730,810700,1
"Block Group 2, Census Tract 8107, Petersburg city, Virginia",517308107002,187,134,68,68,28,40,454,51,730,810700,2
"Block Group 2, Census Tract 8109, Petersburg city, Virginia",517308109002,29,131,82,102,62,10,578,51,730,810900,2
"Block Group 3, Census Tract 8109, Petersburg city, Virginia",517308109003,121,77,0,19,92,28,489,51,730,810900,3
"Block Group 2, Census Tract 8110, Petersburg city, Virginia",517308110002,0,19,29,12,0,0,534,51,730,811000,2
"Block Group 3, Census Tract 8110, Petersburg city, Virginia",517308110003,199,140,32,61,9,67,1248,51,730,811000,3
"Block Group 2, Census Tract 8111, Petersburg city, Virginia",517308111002,0,41,0,0,0,7,804,51,730,811100,2
"Block Group 3, Census Tract 8111, Petersburg city, Virginia",517308111003,111,13,4,11,162,69,1052,51,730,811100,3
"Block Group 2, Census Tract 8112, Petersburg city, Virginia",517308112002,14,20,13,190,64,0,537,51,730,811200,2
"Block Group 3, Census Tract 8112, Petersburg city, Virginia",517308112003,180,187,14,129,30,0,766,51,730,811200,3
"Block Group 2, Census Tract 8113, Petersburg city, Virginia",517308113002,162,39,0,0,10,1,469,51,730,811300,2
"Block Group 3, Census Tract 8113, Petersburg city, Virginia",517308113003,81,271,18,0,26,298,271,51,730,811300,3
"Block Group 1, Census Tract 3401, Poquoson city, Virginia",517353401001,81,0,7,15,37,0,1775,51,735,340100,1
"Block Group 2, Census Tract 3401, Poquoson city, Virginia",517353401002,11,33,13,0,25,79,1119,51,735,340100,2
"Block Group 2, Census Tract 3402, Poquoson city, Virginia",517353402002,0,45,0,0,0,0,921,51,735,340200,2
"Block Group 4, Census Tract 3402, Poquoson city, Virginia",517353402004,73,22,36,0,0,0,556,51,735,340200,4
"Block Group 5, Census Tract 3402, Poquoson city, Virginia",517353402005,37,0,0,85,0,56,755,51,735,340200,5
"Block Group 2, Census Tract 3403, Poquoson city, Virginia",517353403002,40,0,0,7,49,0,1302,51,735,340300,2
"Block Group 3, Census Tract 3403, Poquoson city, Virginia",517353403003,6,0,35,0,6,0,1491,51,735,340300,3
"Block Group 1, Census Tract 2102, Portsmouth city, Virginia",517402102001,64,4,126,39,90,189,508,51,740,210200,1
"Block Group 2, Census Tract 2102, Portsmouth city, Virginia",517402102002,131,19,101,17,48,46,1132,51,740,210200,2
"Block Group 1, Census Tract 2103, Portsmouth city, Virginia",517402103001,53,26,0,0,38,17,600,51,740,210300,1
"Block Group 2, Census Tract 2103, Portsmouth city, Virginia",517402103002,5,192,40,27,0,39,154,51,740,210300,2
"Block Group 3, Census Tract 2103, Portsmouth city, Virginia",517402103003,154,90,13,13,31,9,524,51,740,210300,3
"Block Group 1, Census Tract 2104, Portsmouth city, Virginia",517402104001,61,81,31,30,51,82,1129,51,740,210400,1
"Block Group 1, Census Tract 2105, Portsmouth city, Virginia",517402105001,342,161,303,354,62,40,638,51,740,210500,1
"Block Group 1, Census Tract 2106, Portsmouth city, Virginia",517402106001,14,15,32,22,12,22,937,51,740,210600,1
"Block Group 2, Census Tract 2106, Portsmouth city, Virginia",517402106002,118,21,23,6,20,0,426,51,740,210600,2
"Block Group 1, Census Tract 2109, Portsmouth city, Virginia",517402109001,116,69,0,46,95,0,860,51,740,210900,1
"Block Group 2, Census Tract 2109, Portsmouth city, Virginia",517402109002,125,73,0,94,15,10,895,51,740,210900,2
"Block Group 3, Census Tract 2109, Portsmouth city, Virginia",517402109003,47,1,0,0,106,26,201,51,740,210900,3
"Block Group 1, Census Tract 2111, Portsmouth city, Virginia",517402111001,9,66,0,0,108,16,465,51,740,211100,1
"Block Group 2, Census Tract 2111, Portsmouth city, Virginia",517402111002,53,165,90,16,146,100,383,51,740,211100,2
"Block Group 1, Census Tract 2114, Portsmouth city, Virginia",517402114001,85,131,13,37,62,68,460,51,740,211400,1
"Block Group 1, Census Tract 804.02, Carroll County, Virginia",510350804021,0,220,0,19,0,76,775,51,35,80402,1
"Block Group 2, Census Tract 804.02, Carroll County, Virginia",510350804022,29,28,40,0,149,40,1157,51,35,80402,2
"Block Group 2, Census Tract 805.01, Carroll County, Virginia",510350805012,0,17,0,127,188,14,617,51,35,80501,2
"Block Group 1, Census Tract 805.02, Carroll County, Virginia",510350805021,0,167,101,37,0,62,500,51,35,80502,1
"Block Group 1, Census Tract 806.01, Carroll County, Virginia",510350806011,30,48,7,44,117,10,315,51,35,80601,1
"Block Group 2, Census Tract 806.01, Carroll County, Virginia",510350806012,93,130,80,83,121,26,655,51,35,80601,2
"Block Group 2, Census Tract 806.03, Carroll County, Virginia",510350806032,199,81,0,102,13,0,434,51,35,80603,2
"Block Group 3, Census Tract 806.03, Carroll County, Virginia",510350806033,241,0,0,143,15,0,380,51,35,80603,3
"Block Group 1, Census Tract 6001, Charles City County, Virginia",510366001001,80,24,87,40,132,86,1216,51,36,600100,1
"Block Group 2, Census Tract 6001, Charles City County, Virginia",510366001002,128,121,14,58,8,63,647,51,36,600100,2
"Block Group 2, Census Tract 6002, Charles City County, Virginia",510366002002,67,86,32,38,99,46,697,51,36,600200,2
"Block Group 1, Census Tract 6003, Charles City County, Virginia",510366003001,33,66,18,108,23,29,651,51,36,600300,1
"Block Group 1, Census Tract 9301.01, Charlotte County, Virginia",510379301011,228,94,107,42,132,37,617,51,37,930101,1
"Block Group 2, Census Tract 9301.01, Charlotte County, Virginia",510379301012,125,277,78,110,24,13,821,51,37,930101,2
"Block Group 1, Census Tract 9302, Charlotte County, Virginia",510379302001,47,72,19,10,117,8,665,51,37,930200,1
"Block Group 3, Census Tract 9302, Charlotte County, Virginia",510379302003,110,54,34,12,35,31,352,51,37,930200,3
"Block Group 1, Census Tract 9303, Charlotte County, Virginia",510379303001,51,85,38,73,160,0,736,51,37,930300,1
"Block Group 3, Census Tract 9303, Charlotte County, Virginia",510379303003,92,50,164,121,48,23,846,51,37,930300,3
"Block Group 1, Census Tract 1001.06, Chesterfield County, Virginia",510411001061,0,24,26,6,42,0,2310,51,41,100106,1
"Block Group 1, Census Tract 1001.07, Chesterfield County, Virginia",510411001071,30,8,6,11,146,22,637,51,41,100107,1
"Block Group 2, Census Tract 1001.07, Chesterfield County, Virginia",510411001072,113,614,135,19,58,14,636,51,41,100107,2
"Block Group 2, Census Tract 1002.06, Chesterfield County, Virginia",510411002062,25,59,190,55,18,42,409,51,41,100206,2
"Block Group 3, Census Tract 1002.06, Chesterfield County, Virginia",510411002063,72,5,305,0,13,0,1028,51,41,100206,3
"Block Group 5, Census Tract 1002.06, Chesterfield County, Virginia",510411002065,0,94,0,0,101,0,920,51,41,100206,5
"Block Group 1, Census Tract 1002.08, Chesterfield County, Virginia",510411002081,38,32,0,0,12,9,844,51,41,100208,1
"Block Group 1, Census Tract 1002.09, Chesterfield County, Virginia",510411002091,0,280,0,13,17,65,1115,51,41,100209,1
"Block Group 2, Census Tract 1002.09, Chesterfield County, Virginia",510411002092,67,13,0,24,0,0,722,51,41,100209,2
"Block Group 3, Census Tract 1002.09, Chesterfield County, Virginia",510411002093,36,0,12,49,83,0,2847,51,41,100209,3
